"starttime","resolution","detector_id","speed","volume","occupancy","countreadings","delay","traveltime","vht","vmt"
2018-12-31 08:00:00,00:15:00,101108,64.12,61,1.84,39,-0.05,0.78,0.79,50.94
2018-12-31 08:15:00,00:15:00,101108,63.88,68,1.69,45,-0.05,0.78,0.89,56.78
2018-12-31 08:30:00,00:15:00,101108,62.89,53,1.49,39,-0.04,0.8,0.7,44.26
2018-12-31 08:45:00,00:15:00,101108,62.56,50,1.61,39,-0.03,0.8,0.67,41.75
2018-12-31 09:00:00,00:15:00,101108,62.94,47,1.24,39,-0.04,0.8,0.62,39.25
2018-12-31 09:15:00,00:15:00,101108,62.8,55,1.36,45,-0.04,0.8,0.73,45.93
2018-12-31 09:30:00,00:15:00,101108,62.05,42,1.44,45,-0.03,0.81,0.57,35.07
2018-12-31 09:45:00,00:15:00,101108,62.41,27,0.8,45,-0.03,0.8,0.36,22.55
2018-12-31 10:00:00,00:15:00,101108,60.62,37,1,45,-0.01,0.83,0.51,30.9
2018-12-31 10:15:00,00:15:00,101108,61.98,43,1.27,44,-0.03,0.81,0.58,35.91
2018-12-31 10:30:00,00:15:00,101108,65.58,31,0.72,44,-0.07,0.76,0.39,25.89
2018-12-31 10:45:00,00:15:00,101108,65.4,43,1.33,44,-0.07,0.77,0.55,35.91
2018-12-31 11:00:00,00:15:00,101108,64.23,26,1.24,34,-0.05,0.78,0.34,21.71
2018-12-31 11:15:00,00:15:00,101108,63.98,39,1.2,40,-0.05,0.78,0.51,32.57
2018-12-31 11:30:00,00:15:00,101108,64.43,46,1.37,41,-0.06,0.78,0.6,38.41
2018-12-31 11:45:00,00:15:00,101108,64.17,53,1.62,39,-0.05,0.78,0.69,44.26
2018-12-31 12:00:00,00:15:00,101108,64.03,68,1.8,45,-0.05,0.78,0.89,56.78
2018-12-31 12:15:00,00:15:00,101108,63.38,74,2.21,39,-0.04,0.79,0.97,61.79
2018-12-31 12:30:00,00:15:00,101108,62.51,127,3.58,45,-0.03,0.8,1.7,106.05
2018-12-31 12:45:00,00:15:00,101108,64.24,101,2.69,45,-0.06,0.78,1.31,84.34
2018-12-31 13:00:00,00:15:00,101108,64.18,92,2.87,45,-0.05,0.78,1.2,76.82
2018-12-31 13:15:00,00:15:00,101108,63.5,94,2.91,45,-0.05,0.79,1.24,78.49
2018-12-31 13:30:00,00:15:00,101108,65.04,108,3.52,39,-0.06,0.77,1.39,90.18
2018-12-31 13:45:00,00:15:00,101108,66.21,126,3.31,45,-0.08,0.76,1.59,105.21
2018-12-31 14:00:00,00:15:00,101108,64.28,140,4.13,45,-0.06,0.78,1.82,116.9
2018-12-31 14:15:00,00:15:00,101108,64.68,119,4.56,33,-0.06,0.77,1.54,99.37
2018-12-31 14:30:00,00:15:00,101108,64.15,173,5.61,39,-0.05,0.78,2.25,144.46
