"starttime","resolution","detector_id","speed","volume","occupancy","countreadings","delay","traveltime","vht","vmt"
2018-12-31 08:00:00,00:15:00,101161,67.71,17,0.4,39,-0.1,0.74,0.21,14.2
2018-12-31 08:15:00,00:15:00,101161,68.73,11,0.2,45,-0.11,0.73,0.13,9.19
2018-12-31 08:30:00,00:15:00,101161,66.27,11,0.27,39,-0.08,0.76,0.14,9.19
2018-12-31 08:45:00,00:15:00,101161,65.15,13,0.48,39,-0.07,0.77,0.17,10.86
2018-12-31 09:00:00,00:15:00,101161,65,10,0.18,39,-0.06,0.77,0.13,8.35
2018-12-31 09:15:00,00:15:00,101161,67.15,13,0.25,45,-0.09,0.75,0.16,10.86
2018-12-31 09:30:00,00:15:00,101161,70.11,9,0.18,45,-0.12,0.71,0.11,7.52
2018-12-31 09:45:00,00:15:00,101161,67.78,9,0.18,45,-0.1,0.74,0.11,7.52
2018-12-31 10:00:00,00:15:00,101161,65.2,5,0.09,45,-0.07,0.77,0.06,4.18
2018-12-31 10:15:00,00:15:00,101161,62.11,9,0.36,44,-0.03,0.81,0.12,7.52
2018-12-31 10:30:00,00:15:00,101161,68.29,7,0.13,45,-0.1,0.73,0.09,5.85
2018-12-31 10:45:00,00:15:00,101161,68.29,7,0.15,45,-0.1,0.73,0.09,5.85
2018-12-31 11:00:00,00:15:00,101161,68.33,6,0.17,34,-0.1,0.73,0.07,5.01
2018-12-31 11:15:00,00:15:00,101161,66.78,9,0.22,40,-0.08,0.75,0.11,7.52
2018-12-31 11:30:00,00:15:00,101161,71.6,15,0.31,41,-0.14,0.7,0.17,12.53
2018-12-31 11:45:00,00:15:00,101161,70.71,14,0.36,39,-0.13,0.71,0.17,11.69
2018-12-31 12:00:00,00:15:00,101161,68.62,21,0.44,45,-0.1,0.73,0.26,17.54
2018-12-31 12:15:00,00:15:00,101161,71.58,31,0.79,39,-0.14,0.7,0.36,25.89
2018-12-31 12:30:00,00:15:00,101161,70.38,53,1.24,45,-0.12,0.71,0.63,44.26
2018-12-31 12:45:00,00:15:00,101161,71.31,52,1.33,45,-0.13,0.7,0.61,43.42
2018-12-31 13:00:00,00:15:00,101161,71.09,75,1.64,45,-0.13,0.7,0.88,62.63
2018-12-31 13:15:00,00:15:00,101161,70.7,114,2.8,45,-0.13,0.71,1.35,95.19
2018-12-31 13:30:00,00:15:00,101161,70.24,167,4.99,39,-0.12,0.71,1.99,139.45
2018-12-31 13:45:00,00:15:00,101161,69.43,159,4.06,45,-0.11,0.72,1.91,132.77
2018-12-31 14:00:00,00:15:00,101161,69.95,158,3.96,45,-0.12,0.72,1.89,131.93
2018-12-31 14:15:00,00:15:00,101161,68.6,143,4.98,33,-0.1,0.73,1.74,119.41
2018-12-31 14:30:00,00:15:00,101161,67.31,178,5.6,39,-0.09,0.74,2.21,148.63
2018-12-31 14:45:00,00:15:00,101161,67.87,173,4.44,45,-0.1,0.74,2.13,144.46
2018-12-31 15:00:00,00:15:00,101161,66.93,163,5.17,39,-0.09,0.75,2.03,136.11
2018-12-31 15:15:00,00:15:00,101161,66.13,194,5.07,45,-0.08,0.76,2.45,161.99
2018-12-31 15:30:00,00:15:00,101161,67.05,210,5.6,45,-0.09,0.75,2.62,175.35
2018-12-31 15:45:00,00:15:00,101161,66.78,148,3.98,45,-0.08,0.75,1.85,123.58
2018-12-31 16:00:00,00:15:00,101161,69.27,152,3.96,45,-0.11,0.72,1.83,126.92
2018-12-31 16:15:00,00:15:00,101161,67.71,161,4.18,45,-0.1,0.74,1.99,134.44
2018-12-31 16:30:00,00:15:00,101161,70.09,136,3.33,45,-0.12,0.71,1.62,113.56
2018-12-31 16:45:00,00:15:00,101161,70.33,137,3.53,45,-0.12,0.71,1.63,114.4
2018-12-31 17:00:00,00:15:00,101161,69.72,131,3.87,39,-0.12,0.72,1.57,109.39
2018-12-31 17:15:00,00:15:00,101161,69.26,170,4.29,45,-0.11,0.72,2.05,141.95
2018-12-31 17:30:00,00:15:00,101161,69.44,159,4.06,45,-0.11,0.72,1.91,132.77
2018-12-31 17:45:00,00:15:00,101161,70.47,130,3.18,45,-0.12,0.71,1.54,108.55
2018-12-31 18:00:00,00:15:00,101161,69.75,100,3.43,33,-0.12,0.72,1.2,83.5
2018-12-31 18:15:00,00:15:00,101161,68.95,148,3.78,45,-0.11,0.73,1.79,123.58
2018-12-31 18:30:00,00:15:00,101161,69.7,167,4.24,45,-0.12,0.72,2,139.45
2018-12-31 18:45:00,00:15:00,101161,71.17,157,3.82,45,-0.13,0.7,1.84,131.1
2018-12-31 19:00:00,00:15:00,101161,69.69,147,3.9,44,-0.12,0.72,1.76,122.75
2018-12-31 19:15:00,00:15:00,101161,70.79,162,4.35,43,-0.13,0.71,1.91,135.27
2018-12-31 19:30:00,00:15:00,101161,70.76,160,4.54,41,-0.13,0.71,1.89,133.6
2018-12-31 19:45:00,00:15:00,101161,69.26,183,4.89,45,-0.11,0.72,2.21,152.81
2018-12-31 20:00:00,00:15:00,101161,69.81,161,5.04,39,-0.12,0.72,1.93,134.44
2018-12-31 20:15:00,00:15:00,101161,69.69,178,4.71,45,-0.12,0.72,2.13,148.63
2018-12-31 20:30:00,00:15:00,101161,68.93,182,4.56,45,-0.11,0.73,2.2,151.97
2018-12-31 20:45:00,00:15:00,101161,70.3,180,4.85,45,-0.12,0.71,2.14,150.3
2018-12-31 21:00:00,00:15:00,101161,69.81,194,5.2,45,-0.12,0.72,2.32,161.99
2018-12-31 21:15:00,00:15:00,101161,68.71,173,5.49,39,-0.11,0.73,2.1,144.46
2018-12-31 21:30:00,00:15:00,101161,70.13,204,5.16,45,-0.12,0.71,2.43,170.34
2018-12-31 21:45:00,00:15:00,101161,68.33,202,5.58,45,-0.1,0.73,2.47,168.67
2018-12-31 22:00:00,00:15:00,101161,69.65,156,4.5,39,-0.12,0.72,1.87,130.26
2018-12-31 22:15:00,00:15:00,101161,68.7,221,5.78,45,-0.11,0.73,2.69,184.54
2018-12-31 22:30:00,00:15:00,101161,66.79,171,6.71,33,-0.08,0.75,2.14,142.79
2018-12-31 22:45:00,00:15:00,101161,68.38,235,6.36,45,-0.1,0.73,2.87,196.23
2018-12-31 23:00:00,00:15:00,101161,67.87,226,6.42,45,-0.1,0.74,2.78,188.71
2018-12-31 23:15:00,00:15:00,101161,67.74,116,3.36,39,-0.1,0.74,1.43,96.86
2018-12-31 23:30:00,00:15:00,101161,65.66,210,5.69,45,-0.07,0.76,2.67,175.35
2018-12-31 23:45:00,00:15:00,101161,65.45,240,6.95,45,-0.07,0.77,3.06,200.4
2019-01-01 00:00:00,00:15:00,101161,44.49,260,15.52,40,0.29,1.13,4.88,217.1
2019-01-01 00:15:00,00:15:00,101161,29.23,250,24.33,45,0.88,1.71,7.14,208.75
2019-01-01 00:30:00,00:15:00,101161,68.89,202,5.89,40,-0.11,0.73,2.45,168.67
2019-01-01 00:45:00,00:15:00,101161,67.42,192,5.39,43,-0.09,0.74,2.38,160.32
2019-01-01 01:00:00,00:15:00,101161,66.07,238,6.71,45,-0.08,0.76,3.01,198.73
2019-01-01 01:15:00,00:15:00,101161,65.91,190,6.15,39,-0.07,0.76,2.41,158.65
2019-01-01 01:30:00,00:15:00,101161,65.54,227,6.47,45,-0.07,0.76,2.89,189.55
2019-01-01 01:45:00,00:15:00,101161,68,147,5.18,33,-0.1,0.74,1.81,122.75
2019-01-01 02:00:00,00:15:00,101161,67.42,208,5.49,45,-0.09,0.74,2.58,173.68
2019-01-01 02:15:00,00:15:00,101161,68.11,188,5.12,42,-0.1,0.74,2.3,156.98
2019-01-01 02:30:00,00:15:00,101161,67.84,146,4.75,36,-0.1,0.74,1.8,121.91
2019-01-01 02:45:00,00:15:00,101161,68.29,167,4.45,45,-0.1,0.73,2.04,139.45
2019-01-01 03:00:00,00:15:00,101161,68.31,114,3.72,35,-0.1,0.73,1.39,95.19
