"starttime","resolution","detector_id","speed","volume","occupancy","countreadings","delay","traveltime","vht","vmt"
2018-12-31 08:00:00,00:15:00,101073,66.71,21,0.44,39,-0.05,0.43,0.15,9.98
2018-12-31 08:15:00,00:15:00,101073,67.9,20,0.29,45,-0.06,0.42,0.14,9.5
2018-12-31 08:30:00,00:15:00,101073,64.56,9,0.2,39,-0.03,0.44,0.07,4.28
2018-12-31 08:45:00,00:15:00,101073,66.67,9,0.17,39,-0.05,0.43,0.06,4.28
2018-12-31 09:00:00,00:15:00,101073,62.2,5,0.11,39,-0.02,0.46,0.04,2.38
2018-12-31 09:15:00,00:15:00,101073,63.8,5,0.07,45,-0.03,0.45,0.04,2.38
2018-12-31 09:30:00,00:15:00,101073,70.4,5,0.07,45,-0.07,0.4,0.03,2.38
2018-12-31 09:45:00,00:15:00,101073,70.5,2,0.02,45,-0.07,0.4,0.01,0.95
2018-12-31 10:00:00,00:15:00,101073,69,6,0.07,45,-0.06,0.41,0.04,2.85
2018-12-31 10:15:00,00:15:00,101073,65.11,9,0.11,44,-0.04,0.44,0.07,4.28
2018-12-31 10:30:00,00:15:00,101073,63.72,7,0.16,44,-0.03,0.45,0.05,3.33
2018-12-31 10:45:00,00:15:00,101073,65,6,0.13,44,-0.04,0.44,0.04,2.85
2018-12-31 11:00:00,00:15:00,101073,60.67,3,0.03,34,-0.01,0.47,0.02,1.43
2018-12-31 11:15:00,00:15:00,101073,66.17,6,0.1,40,-0.04,0.43,0.04,2.85
2018-12-31 11:30:00,00:15:00,101073,64,13,0.31,41,-0.03,0.45,0.1,6.18
2018-12-31 11:45:00,00:15:00,101073,65.83,6,0.13,39,-0.04,0.43,0.04,2.85
2018-12-31 12:00:00,00:15:00,101073,62.71,7,0.13,45,-0.02,0.45,0.05,3.33
2018-12-31 12:15:00,00:15:00,101073,64.31,13,0.17,39,-0.03,0.44,0.1,6.18
2018-12-31 12:30:00,00:15:00,101073,70.12,16,0.24,45,-0.07,0.41,0.11,7.6
2018-12-31 12:45:00,00:15:00,101073,67.84,25,0.44,45,-0.05,0.42,0.18,11.88
2018-12-31 13:00:00,00:15:00,101073,68.74,35,0.69,45,-0.06,0.41,0.24,16.63
2018-12-31 13:15:00,00:15:00,101073,68.55,47,0.89,45,-0.06,0.42,0.33,22.33
2018-12-31 13:30:00,00:15:00,101073,66.61,59,1.34,39,-0.05,0.43,0.42,28.03
2018-12-31 13:45:00,00:15:00,101073,67.97,74,1.29,45,-0.06,0.42,0.52,35.15
2018-12-31 14:00:00,00:15:00,101073,67.94,91,1.65,45,-0.06,0.42,0.64,43.23
2018-12-31 14:15:00,00:15:00,101073,67.28,82,2.47,33,-0.05,0.42,0.58,38.95
2018-12-31 14:30:00,00:15:00,101073,67.62,129,2.9,39,-0.05,0.42,0.91,61.28
2018-12-31 14:45:00,00:15:00,101073,66.1,96,2.02,45,-0.04,0.43,0.69,45.6
2018-12-31 15:00:00,00:15:00,101073,64.6,107,2.64,39,-0.03,0.44,0.79,50.83
2018-12-31 15:15:00,00:15:00,101073,65.11,134,2.91,45,-0.04,0.44,0.98,63.65
2018-12-31 15:30:00,00:15:00,101073,64.78,148,3.4,45,-0.04,0.44,1.09,70.3
2018-12-31 15:45:00,00:15:00,101073,66.41,108,2.38,45,-0.05,0.43,0.77,51.3
2018-12-31 16:00:00,00:15:00,101073,65.91,97,2.06,45,-0.04,0.43,0.7,46.08
2018-12-31 16:15:00,00:15:00,101073,64.61,115,2.85,45,-0.03,0.44,0.85,54.63
2018-12-31 16:30:00,00:15:00,101073,64.05,106,2.51,45,-0.03,0.44,0.79,50.35
2018-12-31 16:45:00,00:15:00,101073,64.87,139,3,45,-0.04,0.44,1.02,66.03
2018-12-31 17:00:00,00:15:00,101073,65.35,95,2.31,39,-0.04,0.44,0.69,45.13
2018-12-31 17:15:00,00:15:00,101073,67.05,116,2.53,45,-0.05,0.43,0.82,55.1
2018-12-31 17:30:00,00:15:00,101073,64.58,130,2.82,45,-0.03,0.44,0.96,61.75
2018-12-31 17:45:00,00:15:00,101073,65.68,155,3.33,45,-0.04,0.43,1.12,73.63
2018-12-31 18:00:00,00:15:00,101073,65.71,86,2.7,33,-0.04,0.43,0.62,40.85
2018-12-31 18:15:00,00:15:00,101073,66.9,163,3.71,45,-0.05,0.43,1.16,77.43
2018-12-31 18:30:00,00:15:00,101073,65.11,169,3.78,44,-0.04,0.44,1.23,80.28
2018-12-31 18:45:00,00:15:00,101073,65.57,159,3.93,42,-0.04,0.43,1.15,75.53
2018-12-31 19:00:00,00:15:00,101073,66.03,169,3.93,41,-0.04,0.43,1.22,80.28
2018-12-31 19:15:00,00:15:00,101073,66.04,169,4.09,42,-0.04,0.43,1.22,80.28
2018-12-31 19:30:00,00:15:00,101073,64.84,176,4.52,41,-0.04,0.44,1.29,83.6
2018-12-31 19:45:00,00:15:00,101073,65.81,190,4.29,45,-0.04,0.43,1.37,90.25
2018-12-31 20:00:00,00:15:00,101073,65.25,182,4.7,39,-0.04,0.44,1.32,86.45
2018-12-31 20:15:00,00:15:00,101073,66.3,198,4.51,45,-0.05,0.43,1.42,94.05
2018-12-31 20:30:00,00:15:00,101073,65.01,198,4.71,45,-0.04,0.44,1.45,94.05
2018-12-31 20:45:00,00:15:00,101073,66.12,212,4.87,45,-0.04,0.43,1.52,100.7
2018-12-31 21:00:00,00:15:00,101073,64.46,179,4.44,45,-0.03,0.44,1.32,85.03
2018-12-31 21:15:00,00:15:00,101073,64.2,216,5.9,39,-0.03,0.44,1.6,102.6
2018-12-31 21:30:00,00:15:00,101073,65.15,210,4.58,45,-0.04,0.44,1.53,99.75
2018-12-31 21:45:00,00:15:00,101073,64.67,210,4.73,45,-0.03,0.44,1.54,99.75
2018-12-31 22:00:00,00:15:00,101073,63.24,191,5.38,39,-0.02,0.45,1.43,90.73
2018-12-31 22:15:00,00:15:00,101073,63.59,242,5.51,45,-0.03,0.45,1.81,114.95
2018-12-31 22:30:00,00:15:00,101073,63.46,197,6.61,33,-0.03,0.45,1.47,93.58
2018-12-31 22:45:00,00:15:00,101073,65.19,224,5.2,45,-0.04,0.44,1.63,106.4
2018-12-31 23:00:00,00:15:00,101073,63.66,247,6.3,44,-0.03,0.45,1.84,117.33
2018-12-31 23:15:00,00:15:00,101073,62.97,223,6.24,39,-0.02,0.45,1.68,105.93
2018-12-31 23:30:00,00:15:00,101073,62.99,275,6.71,45,-0.02,0.45,2.07,130.63
2018-12-31 23:45:00,00:15:00,101073,61.64,313,8.11,45,-0.01,0.46,2.41,148.68
2019-01-01 00:00:00,00:15:00,101073,63.18,209,5.6,40,-0.02,0.45,1.57,99.28
2019-01-01 00:15:00,00:15:00,101073,62.82,261,6.13,45,-0.02,0.45,1.97,123.98
2019-01-01 00:30:00,00:15:00,101073,62.78,225,5.8,40,-0.02,0.45,1.7,106.88
2019-01-01 00:45:00,00:15:00,101073,63.22,217,5.36,43,-0.02,0.45,1.63,103.08
2019-01-01 01:00:00,00:15:00,101073,65.02,214,4.82,45,-0.04,0.44,1.56,101.65
2019-01-01 01:15:00,00:15:00,101073,63.14,201,5.66,39,-0.02,0.45,1.51,95.48
2019-01-01 01:30:00,00:15:00,101073,65.36,171,3.62,45,-0.04,0.44,1.24,81.23
2019-01-01 01:45:00,00:15:00,101073,65.21,133,3.97,33,-0.04,0.44,0.97,63.18
2019-01-01 02:00:00,00:15:00,101073,65.89,172,3.98,45,-0.04,0.43,1.24,81.7
2019-01-01 02:15:00,00:15:00,101073,66.48,146,3.6,42,-0.05,0.43,1.04,69.35
2019-01-01 02:30:00,00:15:00,101073,65.46,98,2.58,36,-0.04,0.44,0.71,46.55
2019-01-01 02:45:00,00:15:00,101073,66.46,127,2.76,43,-0.05,0.43,0.91,60.33
2019-01-01 03:00:00,00:15:00,101073,67.13,64,1.84,34,-0.05,0.42,0.45,30.4
2019-01-01 03:15:00,00:15:00,101073,66.84,73,1.56,39,-0.05,0.43,0.52,34.68
2019-01-01 03:30:00,00:15:00,101073,67.27,71,1.54,41,-0.05,0.42,0.5,33.73
2019-01-01 03:45:00,00:15:00,101073,67.67,63,1.11,45,-0.05,0.42,0.44,29.93
2019-01-01 04:00:00,00:15:00,101073,65.63,67,1.71,38,-0.04,0.43,0.48,31.83
2019-01-01 04:15:00,00:15:00,101073,67.51,84,1.73,44,-0.05,0.42,0.59,39.9
2019-01-01 04:30:00,00:15:00,101073,67.32,44,1.18,33,-0.05,0.42,0.31,20.9
2019-01-01 04:45:00,00:15:00,101073,65.69,38,0.79,39,-0.04,0.43,0.27,18.05
2019-01-01 05:00:00,00:15:00,101073,67.92,39,0.74,39,-0.06,0.42,0.27,18.53
2019-01-01 05:15:00,00:15:00,101073,66.15,33,0.67,39,-0.04,0.43,0.24,15.68
2019-01-01 05:30:00,00:15:00,101073,65.87,46,1.02,41,-0.04,0.43,0.33,21.85
2019-01-01 05:45:00,00:15:00,101073,65.5,44,0.89,45,-0.04,0.44,0.32,20.9
2019-01-01 06:00:00,00:15:00,101073,66.2,46,0.91,45,-0.04,0.43,0.33,21.85
2019-01-01 06:15:00,00:15:00,101073,64.67,33,0.59,39,-0.03,0.44,0.24,15.68
2019-01-01 06:30:00,00:15:00,101073,66.77,26,0.5,39,-0.05,0.43,0.18,12.35
2019-01-01 06:45:00,00:15:00,101073,65.13,16,0.37,41,-0.04,0.44,0.12,7.6
2019-01-01 07:00:00,00:15:00,101073,67.14,21,0.44,42,-0.05,0.42,0.15,9.98
2019-01-01 07:15:00,00:15:00,101073,66.71,21,0.31,38,-0.05,0.43,0.15,9.98
2019-01-01 07:30:00,00:15:00,101073,67.04,23,0.38,41,-0.05,0.43,0.16,10.93
2019-01-01 07:45:00,00:15:00,101073,68.5,14,0.3,40,-0.06,0.42,0.1,6.65
2019-01-01 08:00:00,00:15:00,101073,65.5,6,0.11,44,-0.04,0.44,0.04,2.85
2019-01-01 08:15:00,00:15:00,101073,65.79,24,0.47,45,-0.04,0.43,0.17,11.4
2019-01-01 08:30:00,00:15:00,101073,65.47,45,0.93,45,-0.04,0.44,0.33,21.38
2019-01-01 08:45:00,00:15:00,101073,65.41,36,0.6,45,-0.04,0.44,0.26,17.1
2019-01-01 09:00:00,00:15:00,101073,63.34,30,0.58,45,-0.03,0.45,0.22,14.25
2019-01-01 09:15:00,00:15:00,101073,68.91,22,0.54,37,-0.06,0.41,0.15,10.45
2019-01-01 09:30:00,00:15:00,101073,65.32,25,0.49,45,-0.04,0.44,0.18,11.88
2019-01-01 09:45:00,00:15:00,101073,66.86,14,0.33,39,-0.05,0.43,0.1,6.65
2019-01-01 10:00:00,00:15:00,101073,63.14,7,0.16,45,-0.02,0.45,0.05,3.33
2019-01-01 10:15:00,00:15:00,101073,66.75,8,0.16,32,-0.05,0.43,0.06,3.8
2019-01-01 10:30:00,00:15:00,101073,67.37,8,0.21,32,-0.05,0.42,0.06,3.8
2019-01-01 10:45:00,00:15:00,101073,63.75,12,0.2,39,-0.03,0.45,0.09,5.7
2019-01-01 11:00:00,00:15:00,101073,66.8,10,0.19,43,-0.05,0.43,0.07,4.75
2019-01-01 11:15:00,00:15:00,101073,61.89,9,0.16,45,-0.01,0.46,0.07,4.28
2019-01-01 11:30:00,00:15:00,101073,65.2,5,0.15,39,-0.04,0.44,0.04,2.38
2019-01-01 11:45:00,00:15:00,101073,66.4,5,0.07,39,-0.05,0.43,0.04,2.38
2019-01-01 12:00:00,00:15:00,101073,63.67,6,0.07,45,-0.03,0.45,0.04,2.85
2019-01-01 12:15:00,00:15:00,101073,69.87,8,0.17,40,-0.07,0.41,0.05,3.8
2019-01-01 12:30:00,00:15:00,101073,66.54,13,0.25,39,-0.05,0.43,0.09,6.18
2019-01-01 12:45:00,00:15:00,101073,68.5,8,0.14,45,-0.06,0.42,0.06,3.8
2019-01-01 13:00:00,00:15:00,101073,61.8,5,0.13,45,-0.01,0.46,0.04,2.38
2019-01-01 13:15:00,00:15:00,101073,67.63,8,0.19,39,-0.05,0.42,0.06,3.8
2019-01-01 13:30:00,00:15:00,101073,67.24,25,0.42,45,-0.05,0.42,0.18,11.88
2019-01-01 13:45:00,00:15:00,101073,73.29,7,0.15,39,-0.09,0.39,0.05,3.33
2019-01-01 14:00:00,00:15:00,101073,68.24,17,0.38,39,-0.06,0.42,0.12,8.08
2019-01-01 14:15:00,00:15:00,101073,64.82,11,0.2,45,-0.04,0.44,0.08,5.23
2019-01-01 14:30:00,00:15:00,101073,66.5,8,0.09,39,-0.05,0.43,0.06,3.8
2019-01-01 14:45:00,00:15:00,101073,66.18,11,0.2,45,-0.04,0.43,0.08,5.23
2019-01-01 15:00:00,00:15:00,101073,67.5,8,0.21,39,-0.05,0.42,0.06,3.8
2019-01-01 15:15:00,00:15:00,101073,67.17,18,0.24,45,-0.05,0.42,0.13,8.55
2019-01-01 15:30:00,00:15:00,101073,64.23,13,0.22,45,-0.03,0.44,0.1,6.18
2019-01-01 15:45:00,00:15:00,101073,65.8,10,0.21,39,-0.04,0.43,0.07,4.75
2019-01-01 16:00:00,00:15:00,101073,65.33,12,0.3,39,-0.04,0.44,0.09,5.7
