"starttime","resolution","detector_id","speed","volume","occupancy","countreadings","delay","traveltime","vht","vmt"
2018-12-31 08:00:00,00:15:00,100314,59.5,12,0.28,39,0,0.46,0.09,5.46
2018-12-31 08:15:00,00:15:00,100314,58.58,24,0.55,44,0.01,0.47,0.19,10.92
2018-12-31 08:30:00,00:15:00,100314,53.14,14,0.36,40,0.06,0.51,0.12,6.37
2018-12-31 08:45:00,00:15:00,100314,59.5,6,0.17,40,0,0.46,0.05,2.73
2018-12-31 09:00:00,00:15:00,100314,59.17,18,0.47,40,0.01,0.46,0.14,8.19
2018-12-31 09:15:00,00:15:00,100314,59.5,4,0.09,45,0,0.46,0.03,1.82
2018-12-31 09:30:00,00:15:00,100314,73.33,3,0.02,39,-0.08,0.37,0.02,1.37
2018-12-31 09:45:00,00:15:00,100314,59.33,3,0.08,39,0.01,0.46,0.02,1.37
2018-12-31 10:00:00,00:15:00,100314,56.57,7,0.15,45,0.03,0.48,0.06,3.19
2018-12-31 10:15:00,00:15:00,100314,54.33,12,0.34,42,0.05,0.5,0.1,5.46
2018-12-31 10:30:00,00:15:00,100314,57.33,3,0.04,44,0.02,0.48,0.02,1.37
2018-12-31 10:45:00,00:15:00,100314,52,6,0.18,45,0.07,0.53,0.05,2.73
2018-12-31 11:00:00,00:15:00,100314,58,5,0.14,40,0.02,0.47,0.04,2.28
2018-12-31 11:15:00,00:15:00,100314,62.5,2,0.05,43,-0.02,0.44,0.01,0.91
2018-12-31 11:30:00,00:15:00,100314,56.6,5,0.11,44,0.03,0.48,0.04,2.28
2018-12-31 11:45:00,00:15:00,100314,59.64,11,0.45,39,0,0.46,0.08,5.01
2018-12-31 12:00:00,00:15:00,100314,61.33,6,0.11,45,-0.01,0.45,0.04,2.73
2018-12-31 12:15:00,00:15:00,100314,60.53,15,0.4,40,0,0.45,0.11,6.83
2018-12-31 12:30:00,00:15:00,100314,59.89,18,0.4,45,0,0.46,0.14,8.19
2018-12-31 12:45:00,00:15:00,100314,60.18,28,0.6,45,0,0.45,0.21,12.74
2018-12-31 13:00:00,00:15:00,100314,60.88,43,1,45,-0.01,0.45,0.32,19.57
2018-12-31 13:15:00,00:15:00,100314,60.89,65,1.58,45,-0.01,0.45,0.49,29.58
2018-12-31 13:30:00,00:15:00,100314,60.9,88,2.35,40,-0.01,0.45,0.66,40.04
2018-12-31 13:45:00,00:15:00,100314,61.15,86,2.19,44,-0.01,0.45,0.64,39.13
2018-12-31 14:00:00,00:15:00,100314,59.32,82,2.2,44,0.01,0.46,0.63,37.31
2018-12-31 14:15:00,00:15:00,100314,58.84,89,2.93,35,0.01,0.46,0.69,40.5
2018-12-31 14:30:00,00:15:00,100314,59.65,141,4.31,39,0,0.46,1.08,64.16
2018-12-31 14:45:00,00:15:00,100314,59.54,191,4.91,45,0,0.46,1.46,86.91
2018-12-31 15:00:00,00:15:00,100314,59,149,4.66,40,0.01,0.46,1.15,67.8
2018-12-31 15:15:00,00:15:00,100314,57.82,177,4.98,45,0.02,0.47,1.39,80.54
2018-12-31 15:30:00,00:15:00,100314,58.01,196,5.49,45,0.02,0.47,1.54,89.18
2018-12-31 15:45:00,00:15:00,100314,59.35,165,4.42,45,0,0.46,1.26,75.08
2018-12-31 16:00:00,00:15:00,100314,59.88,120,3.12,44,0,0.46,0.91,54.6
2018-12-31 16:15:00,00:15:00,100314,59.43,131,3.38,45,0,0.46,1,59.61
2018-12-31 16:30:00,00:15:00,100314,57.69,158,4.48,44,0.02,0.47,1.25,71.89
2018-12-31 16:45:00,00:15:00,100314,60.24,153,4.19,44,0,0.45,1.16,69.62
2018-12-31 17:00:00,00:15:00,100314,59.24,136,4.11,39,0.01,0.46,1.04,61.88
2018-12-31 17:15:00,00:15:00,100314,57.83,156,4.48,44,0.02,0.47,1.23,70.98
2018-12-31 17:30:00,00:15:00,100314,58.76,91,4.51,26,0.01,0.46,0.7,41.41
2018-12-31 17:45:00,00:15:00,100314,59.52,100,4.13,29,0,0.46,0.76,45.5
2018-12-31 18:00:00,00:15:00,100314,58.39,127,4.39,34,0.01,0.47,0.99,57.79
2018-12-31 18:15:00,00:15:00,100314,57.94,203,5.71,45,0.02,0.47,1.59,92.37
2018-12-31 18:30:00,00:15:00,100314,58.32,201,5.8,45,0.01,0.47,1.57,91.46
2018-12-31 18:45:00,00:15:00,100314,58.12,187,5.15,45,0.01,0.47,1.46,85.09
2018-12-31 19:00:00,00:15:00,100314,58.37,188,5.16,45,0.01,0.47,1.47,85.54
2018-12-31 19:15:00,00:15:00,100314,58.94,226,6.56,45,0.01,0.46,1.74,102.83
2018-12-31 19:30:00,00:15:00,100314,58.75,232,6.59,44,0.01,0.46,1.8,105.56
2018-12-31 19:45:00,00:15:00,100314,59.54,241,6.69,45,0,0.46,1.84,109.66
2018-12-31 20:00:00,00:15:00,100314,58.76,234,7.37,39,0.01,0.46,1.81,106.47
2018-12-31 20:15:00,00:15:00,100314,59.22,262,6.93,45,0.01,0.46,2.01,119.21
2018-12-31 20:30:00,00:15:00,100314,57.51,237,6.88,44,0.02,0.47,1.88,107.84
2018-12-31 20:45:00,00:15:00,100314,57.84,267,7.56,45,0.02,0.47,2.1,121.49
2018-12-31 21:00:00,00:15:00,100314,57.48,242,7.23,44,0.02,0.47,1.92,110.11
2018-12-31 21:15:00,00:15:00,100314,58.2,222,6.73,40,0.01,0.47,1.74,101.01
2018-12-31 21:30:00,00:15:00,100314,57.79,255,7.15,44,0.02,0.47,2.01,116.03
2018-12-31 21:45:00,00:15:00,100314,57.52,253,7.11,45,0.02,0.47,2,115.12
2018-12-31 22:00:00,00:15:00,100314,57.66,228,7.68,39,0.02,0.47,1.8,103.74
2018-12-31 22:15:00,00:15:00,100314,57.92,291,8.06,45,0.02,0.47,2.29,132.41
2018-12-31 22:30:00,00:15:00,100314,57.76,206,7.3,35,0.02,0.47,1.62,93.73
2018-12-31 22:45:00,00:15:00,100314,57.78,289,8.47,43,0.02,0.47,2.28,131.5
2018-12-31 23:00:00,00:15:00,100314,58.31,268,7.44,44,0.01,0.47,2.09,121.94
2018-12-31 23:15:00,00:15:00,100314,59.23,277,8.55,39,0.01,0.46,2.13,126.04
2018-12-31 23:30:00,00:15:00,100314,57.3,296,8.65,44,0.02,0.48,2.35,134.68
2018-12-31 23:45:00,00:15:00,100314,58.79,270,7.36,45,0.01,0.46,2.09,122.85
2019-01-01 00:00:00,00:15:00,100314,57.58,253,7.8,40,0.02,0.47,2,115.12
2019-01-01 00:15:00,00:15:00,100314,57.19,265,7.76,43,0.02,0.48,2.11,120.58
2019-01-01 00:30:00,00:15:00,100314,58.21,217,6.82,38,0.01,0.47,1.7,98.74
2019-01-01 00:45:00,00:15:00,100314,56.9,261,7.56,44,0.02,0.48,2.09,118.76
2019-01-01 01:00:00,00:15:00,100314,56.9,289,8.4,45,0.02,0.48,2.31,131.5
2019-01-01 01:15:00,00:15:00,100314,55.94,233,7.79,40,0.03,0.49,1.9,106.02
2019-01-01 01:30:00,00:15:00,100314,57.25,251,7.2,45,0.02,0.48,1.99,114.21
2019-01-01 01:45:00,00:15:00,100314,57.55,163,5.71,35,0.02,0.47,1.29,74.17
2019-01-01 02:00:00,00:15:00,100314,56.99,235,6.69,45,0.02,0.48,1.88,106.93
2019-01-01 02:15:00,00:15:00,100314,56.93,211,5.97,42,0.02,0.48,1.69,96.01
2019-01-01 02:30:00,00:15:00,100314,57.52,152,4.63,38,0.02,0.47,1.2,69.16
2019-01-01 02:45:00,00:15:00,100314,58.73,182,5.09,44,0.01,0.46,1.41,82.81
2019-01-01 03:00:00,00:15:00,100314,58.47,143,4.42,39,0.01,0.47,1.11,65.07
2019-01-01 03:15:00,00:15:00,100314,58.95,137,3.44,45,0.01,0.46,1.06,62.34
2019-01-01 03:30:00,00:15:00,100314,59.26,125,3.22,43,0.01,0.46,0.96,56.88
2019-01-01 03:45:00,00:15:00,100314,58.36,96,2.4,44,0.01,0.47,0.75,43.68
2019-01-01 04:00:00,00:15:00,100314,58.73,91,2.4,40,0.01,0.46,0.71,41.41
2019-01-01 04:15:00,00:15:00,100314,57.9,109,2.95,43,0.02,0.47,0.86,49.6
2019-01-01 04:30:00,00:15:00,100314,59.54,72,2.14,35,0,0.46,0.55,32.76
2019-01-01 04:45:00,00:15:00,100314,59.42,76,2.01,39,0,0.46,0.58,34.58
2019-01-01 05:00:00,00:15:00,100314,59.37,77,1.92,44,0,0.46,0.59,35.04
2019-01-01 05:15:00,00:15:00,100314,58.31,86,2.05,45,0.01,0.47,0.67,39.13
2019-01-01 05:30:00,00:15:00,100314,58.76,75,1.88,44,0.01,0.46,0.58,34.13
2019-01-01 05:45:00,00:15:00,100314,57.23,60,1.38,45,0.02,0.48,0.48,27.3
2019-01-01 06:00:00,00:15:00,100314,59.39,67,1.6,45,0,0.46,0.51,30.49
2019-01-01 06:15:00,00:15:00,100314,58.95,57,1.56,40,0.01,0.46,0.44,25.94
2019-01-01 06:30:00,00:15:00,100314,58.9,51,1.23,40,0.01,0.46,0.39,23.21
2019-01-01 06:45:00,00:15:00,100314,57.04,52,1.32,42,0.02,0.48,0.41,23.66
2019-01-01 07:00:00,00:15:00,100314,57.83,35,0.85,42,0.02,0.47,0.28,15.93
2019-01-01 07:15:00,00:15:00,100314,58.26,31,0.79,40,0.01,0.47,0.24,14.11
2019-01-01 07:30:00,00:15:00,100314,59.28,35,0.75,44,0.01,0.46,0.27,15.93
2019-01-01 07:45:00,00:15:00,100314,56.74,23,0.6,40,0.03,0.48,0.18,10.47
2019-01-01 08:00:00,00:15:00,100314,57.26,23,0.51,45,0.02,0.48,0.18,10.47
2019-01-01 08:15:00,00:15:00,100314,56.47,53,1.31,45,0.03,0.48,0.43,24.12
2019-01-01 08:30:00,00:15:00,100314,56.64,71,1.89,45,0.03,0.48,0.57,32.31
